journal,title,year,nchar,is_empty,is_abstract,r_did,r_rdd,r_internet,r_ols,r_arch,r_natexp,r_financialcrisis,r_identification,r_data,r_bigdata,r_admin,r_ml,r_python
Essays in Economic and Business History,"""RELATIONSHIPS, RELATIONSHIPS, RELATIONSHIPS”: THE MUTUAL FUND INDUSTRY’S MANTRA FOR SUCCESS FROM THE 1940S THROUGH THE 1960S",2010,45825,False,False,0,0,0,0,0,0,0,0,4,0,0,0,0
Essays in Economic and Business History,AMERICAN SHARE INSURANCE: THE SOLE SURVIVING PRIVATE DEPOSIT INSURER IN THE UNITED STATES,2010,43263,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"""RELATIONSHIPS, RELATIONSHIPS, RELATIONSHIPS”: THE MUTUAL FUND INDUSTRY’S MANTRA FOR SUCCESS FROM THE 1940S THROUGH THE 1960S",2010,45825,False,False,0,0,0,0,0,0,0,0,4,0,0,0,0
Essays in Economic and Business History,"THWARTING THE ""MERCHANTS OF DEATH"" ACCUSATION: THE POLITICAL ECONOMY OF MILITARY PROCUREMENT IN INDUSTRIAL DEMOCRACIES DURING THE INTERWAR PERIOD",2010,48475,False,False,0,0,0,0,0,0,0,0,4,0,0,0,0
Essays in Economic and Business History,"""OVERSELL AND UNDERPERFORM”: THE IMPACT OF GREAT SOCIETY ECONOMIC PROGRAMS UPON THE CITY OF DETROIT, 1964-1968",2010,49573,False,False,0,0,0,0,0,0,0,0,7,0,0,0,0
Essays in Economic and Business History,"THE SMALL, PRIVATE BANKER IN NEW YORK AND REGULATORY CHANGE, 1893-1933",2010,40836,False,False,0,0,0,0,0,0,0,0,5,0,0,0,0
Essays in Economic and Business History,"FASHION THE KITCHEN: CAST IRON STOVES THE PROVINCE OF QUEBEC, 1900-1914",2010,43848,False,False,0,0,0,0,0,0,0,0,9,0,0,0,0
Essays in Economic and Business History,OKLAHOMA BANK BEHAVIOR AND THE PANIC OF 1907,2010,54909,False,False,0,0,0,0,0,0,0,0,12,0,0,0,0
Journal of Agricultural and Resource Economics,Quantile Regression Estimates of Confidence Intervals for WASDE Price Forecasts,2010,48433,False,False,0,0,0,0,0,0,0,0,15,0,0,0,0
Journal of Agricultural and Resource Economics,"Are Homeowners Willing to Pay for ""Origin-Certified"" Plants in Water-Conserving Residential Landscaping?",2010,67046,False,False,0,0,0,0,0,0,0,0,5,0,0,0,0
Journal of Agricultural and Resource Economics,Consumption Inertia and Asymmetric Price Transmission,2010,57659,False,False,0,0,0,0,0,0,0,0,16,0,0,0,0
Journal of Agricultural and Resource Economics,To Fund or Not to Fund: Assessment of the Potential Impact of a Regional Promotion Campaign,2010,26901,False,False,0,0,0,0,0,0,0,0,4,0,0,0,0
Journal of Agricultural and Resource Economics,Optimal Length of Moving Average to Forecast Futures Basis,2010,49362,False,False,0,0,0,0,0,0,0,1,4,0,0,0,0
Journal of Agricultural and Resource Economics,On the (De)Stabilization Effects of Biofuels: Relative Contributions of Policy Instruments and Market Forces,2010,101473,False,False,0,0,0,10,0,0,0,2,33,0,0,0,0
Journal of Agricultural and Resource Economics,Spatial Competition and Private Labels,2010,63804,False,False,0,0,0,0,0,1,0,3,14,0,0,0,0
Journal of Agricultural and Resource Economics,"Local Employment Growth, Migration, and Public Land Policy: Evidence from the Northwest Forest Plan",2010,61825,False,False,0,0,0,0,0,0,0,0,56,0,0,0,0
Journal of Agricultural and Resource Economics,The Price of Happy Hens: A Hedonic Analysis of Retail Egg Prices,2010,52196,False,False,0,0,0,1,0,0,0,0,7,0,0,0,0
Journal of Agricultural and Resource Economics,Second-Order Ambiguity in Very Low Probability Risks: Food Safety Valuation,2010,72732,False,False,0,0,0,0,0,0,0,1,12,0,0,0,0
Journal of Agricultural and Resource Economics,Economic Feasibility of a Woody Biomass-Based Ethanol Plant in Central Appalachia,2010,39616,False,False,0,0,1,0,0,0,0,0,7,0,0,0,0
Journal of Agricultural and Resource Economics,U.S. Meat Demand: Household Dynamics and Media Information Impacts,2010,49528,False,False,0,0,0,1,5,0,0,0,15,0,0,0,0
Journal of Agricultural and Resource Economics,Components of Grain Futures Price Volatility,2010,71879,False,False,0,0,4,0,0,0,0,1,16,0,0,0,0
Journal of Agricultural and Resource Economics,Consumer Willingness to Pay for Livestock Credence Attribute Claim Verification,2010,50410,False,False,0,0,0,0,0,0,0,1,15,0,0,0,0
Journal of Agricultural and Resource Economics,Using Portfolio Theory to Enhance Wheat Yield Stability in Low-Income Nations: An Application in the Yaqui Valley of Northwestern Mexico,2010,58584,False,False,0,0,0,0,0,0,0,0,28,0,0,0,0
Journal of Agricultural and Resource Economics,Readdressing the Fertilizer Problem,2010,44764,False,False,0,0,0,3,0,0,0,0,13,0,0,0,0
Journal of Agricultural and Resource Economics,A Dynamic Model of Mesh Size Regulatory Compliance,2010,74241,False,False,0,0,0,2,0,1,0,1,19,0,0,0,0
Journal of Agricultural and Resource Economics,Succession Decisions in U.S. Family Farm Businesses,2010,65219,False,False,0,0,0,7,0,0,0,0,24,0,0,0,0
Journal of Agricultural and Resource Economics,Estimating Structural Changes in the Vertical Price Relationships in U.S. Beef and Pork Markets,2010,64452,False,False,2,0,0,2,0,0,0,0,25,0,0,0,0
Journal of Agricultural and Resource Economics,"Is It a Jungle out There? Meat Packing, Immigrants, and Rural Communities",2010,68166,False,False,0,0,0,0,0,0,0,0,18,0,0,0,0
Journal of Agricultural and Resource Economics,Market-Based Instruments for the Optimal Control of Invasive Insect Species: B. tabaci in Arizona,2010,74315,False,False,0,0,0,0,0,0,0,0,14,0,0,0,0
Journal of Agricultural and Resource Economics,Quality Risk and Profitability in Cattle Production: A Multivariate Approach,2010,93361,False,False,0,0,0,0,0,0,0,0,8,0,0,0,0
Journal of Agricultural and Resource Economics,The Impact of Changes in Income Distribution on Current and Future Food Demand in Urban China,2010,48240,False,False,0,0,0,0,0,0,0,0,8,0,0,0,0
Journal of Agricultural and Resource Economics,Consumers' Willingness to Pay for Treatment-Induced Quality Attributes in Anjou Pears,2010,44836,False,False,0,0,0,0,0,0,0,4,16,0,0,0,0
Journal of Agricultural and Resource Economics,Dynamic Relationships between Farm Real Estate Values and Federal Farm Program Payments,2010,63995,False,False,0,0,0,0,0,0,0,0,32,0,0,0,0
Journal of Agricultural and Resource Economics,Consumer Impact of Animal Welfare Regulation in the California Poultry Industry,2010,68090,False,False,0,0,0,0,0,0,0,0,6,0,0,0,0
Journal of Agricultural and Resource Economics,"Comparing Parts with the Whole: Willingness to Pay for Pesticide-Free, Non-GM, and Organic Potatoes and Sweet Corn",2010,53119,False,False,0,0,0,0,0,0,0,2,1,0,0,0,0
Journal of Agricultural and Resource Economics,Aligning Incentives for Contract Dairy Heifer Growth,2010,63615,False,False,0,0,0,0,0,0,0,0,20,0,0,0,0
Journal of Agricultural and Resource Economics,Market and Welfare Impacts of Cool on the U.S.-Mexican Tomato Trade,2010,42601,False,False,0,0,0,0,0,0,0,0,11,0,0,0,0
Journal of Agricultural and Resource Economics,Stated Choice Experiments with Complex Ecosystem Changes: The Effect of Information Formats on Estimated Variances and Choice Parameters,2010,46456,False,False,0,0,0,0,0,0,0,0,18,0,0,0,0
Journal of Agricultural and Resource Economics,Measuring the Location Value of a Recreation Site,2010,67364,False,False,29,0,0,0,0,0,0,5,20,0,0,0,0
Journal of Agricultural and Resource Economics,Health Care Reform and Farm Women's Off-Farm Labor Force Participation: Evidence from Taiwan,2010,45473,False,False,0,0,0,0,0,0,0,0,9,0,0,0,0
Journal of Agricultural and Resource Economics,Is the U.S. Import Tariff on Brazilian Ethanol Justifiable?,2010,680,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,SAVING PRIVATE CAPITALISM: THE U.S. BANK HOLIDAY OF 1933,2011,49532,False,False,0,0,3,0,0,0,0,0,5,0,0,0,0
Essays in Economic and Business History,"THE BELGIAN MULTIPLE FOOD RETAILER DELHAIZE LE LION AND ITS CLIENTELE, 1867-1914",2011,41411,False,False,0,0,0,0,0,0,0,0,2,0,0,0,0
Essays in Economic and Business History,"GOING GLOBAL — ACTING LOCAL: SIEMENS IN THE CHINESE ELECTRICAL MARKET, 1904-1937",2011,51509,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"GOING GLOBAL — ACTING LOCAL: SIEMENS IN THE CHINESE ELECTRICAL MARKET, 1904-1937",2011,51509,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"ARMAMENTS FIRMS, THE STATE PROCUREMENT SYSTEM, AND THE NAVAL INDUSTRIAL COMPLEX IN EDWARDIAN BRITAIN",2011,47282,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,HOLLOW VICTORY? BRITAIN’S PUBLIC DEBT AND THE SEVEN YEARS’ WAR,2011,47789,False,False,0,0,0,0,0,0,0,0,17,0,0,0,0
Essays in Economic and Business History,"ARMAMENTS FIRMS, THE STATE PROCUREMENT SYSTEM, AND THE NAVAL INDUSTRIAL COMPLEX IN EDWARDIAN BRITAIN",2011,47282,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,Title Page and Table of Contents,2011,2224,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,A COUNTRY UNDER CONTRACT: EARLY-TUDOR ENGLAND AND THE GROWTH OF A CREDIT CULTURE,2011,37155,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"Covers, Officers, Trustees and Awards",2011,3457,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,A COUNTRY UNDER CONTRACT: EARLY-TUDOR ENGLAND AND THE GROWTH OF A CREDIT CULTURE,2011,37155,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"""THE GROSSEST AND MOST UNJUST SPECIES OF FAVORITISM” COMPETING VIEWS OF REPUBLICAN POLITICAL ECONOMY: THE TARIFF DEBATES OF 1841 AND 1842",2011,38517,False,False,0,0,0,0,0,0,0,0,10,0,0,0,0
Essays in Economic and Business History,SAVING PRIVATE CAPITALISM: THE U.S. BANK HOLIDAY OF 1933,2011,49532,False,False,0,0,3,0,0,0,0,0,5,0,0,0,0
Essays in Economic and Business History,"""THE GROSSEST AND MOST UNJUST SPECIES OF FAVORITISM” COMPETING VIEWS OF REPUBLICAN POLITICAL ECONOMY: THE TARIFF DEBATES OF 1841 AND 1842",2011,38517,False,False,0,0,0,0,0,0,0,0,10,0,0,0,0
Essays in Economic and Business History,HOLLOW VICTORY? BRITAIN’S PUBLIC DEBT AND THE SEVEN YEARS’ WAR,2011,47789,False,False,0,0,0,0,0,0,0,0,17,0,0,0,0
Essays in Economic and Business History,"THE BELGIAN MULTIPLE FOOD RETAILER DELHAIZE LE LION AND ITS CLIENTELE, 1867-1914",2011,41411,False,False,0,0,0,0,0,0,0,0,2,0,0,0,0
Journal of Agricultural and Resource Economics,Impacts of Rising Food Prices on Poverty and Welfare in Vietnam,2011,55660,False,False,0,0,0,0,1,0,0,0,15,0,0,0,0
Journal of Agricultural and Resource Economics,Are Agricultural Options Overpriced?,2011,64252,False,False,0,0,0,2,0,0,0,0,7,0,0,0,0
Journal of Agricultural and Resource Economics,Improving the Use of Experimental Auctions in Africa: Theory and Evidence,2011,66270,False,False,0,0,0,2,0,0,0,0,20,0,0,0,0
Journal of Agricultural and Resource Economics,Something in the Water? Testing for Groundwater Quality Information in the Housing Market,2011,72678,False,False,0,0,0,7,0,0,0,0,38,0,0,0,0
Journal of Agricultural and Resource Economics,The Role of Information and Prices in the Nitrogen Fertilizer Management Decision: New Evidence from the Agricultural Resource Management Survey,2011,48131,False,False,0,0,0,0,0,0,0,0,11,0,0,0,0
Journal of Agricultural and Resource Economics,Potential Economic Impacts of the Managed Haying and Grazing Provision of the Conservation Reserve Program,2011,83086,False,False,0,0,0,0,0,0,0,0,52,0,0,0,0
Journal of Agricultural and Resource Economics,Effects of Environmental Regulation and Urban Encroachment on California's Dairy Structure,2011,68795,False,False,0,0,0,33,0,0,0,0,19,0,0,0,0
Journal of Agricultural and Resource Economics,"Privatization, Public R&D Policy, and Private R&D Investment in China's Agriculture",2011,64449,False,False,0,0,0,6,0,0,0,0,19,0,0,0,0
Journal of Agricultural and Resource Economics,The Effects of Vertical Organization on the Pricing of Differentiated Products,2011,58486,False,False,0,0,0,2,0,0,0,0,23,0,0,0,0
Journal of Agricultural and Resource Economics,"Evaluating the Performance of U.S. Supermarkets: Pricing Strategies, Competition from Hypermarkets, and Private Labels",2011,52489,False,False,0,0,0,2,0,0,0,0,38,0,0,0,0
Journal of Agricultural and Resource Economics,Evaluating Vector-Virus-Yield Interactions for Peas and Lentils under Climatic Variability: A Limited Dependent Variable Analysis,2011,68568,False,False,1,1,0,0,0,0,0,0,48,0,0,0,0
Journal of Agricultural and Resource Economics,The Economics of Commonly Owned Groundwater When User Demand Is Perfectly Inelastic,2011,58494,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Carbon Sequestration in Agricultural Soils,2011,49951,False,False,0,0,0,0,0,0,0,0,18,0,0,0,0
Journal of Agricultural and Resource Economics,Trade-Related Policy and Canadian-U.S. Fed Cattle Transactions Basis,2011,60383,False,False,0,0,4,0,0,0,0,0,12,0,0,0,0
Journal of Agricultural and Resource Economics,Understanding U.S. Consumer Demand for Milk Production Attributes,2011,70110,False,False,0,0,0,0,0,0,0,0,10,0,0,0,0
Journal of Agricultural and Resource Economics,The Sure Program and Its Interaction with Other Federal Farm Programs,2011,51437,False,False,0,0,0,1,0,0,0,0,34,0,0,0,0
Journal of Agricultural and Resource Economics,Electronic vs. Open Outcry: Side-by-Side Trading of KCBT Wheat Futures,2011,55524,False,False,0,0,0,2,0,0,0,0,35,0,0,0,0
Journal of Agricultural and Resource Economics,Modeling Yield Risk under Technological Change: Dynamic Yield Distributions and the U.S. Crop Insurance Program,2011,55969,False,False,0,0,0,1,0,0,0,0,49,0,0,0,0
Journal of Agricultural and Resource Economics,Actuarial Impacts of Loss Cost Ratio Ratemaking in U.S. Crop Insurance Programs,2011,47856,False,False,0,0,0,0,0,0,0,0,24,0,0,0,0
Journal of Agricultural and Resource Economics,Equity Basis Selection in Allocation Environments: An Empirical Analysis,2011,77568,False,False,0,0,0,1,0,1,0,0,17,0,0,0,0
Journal of Agricultural and Resource Economics,Strategic Incentives in Biosecurity Actions: Theoretical and Empirical Analyses,2011,43202,False,False,0,0,0,0,0,0,0,0,8,0,0,0,0
Journal of Agricultural and Resource Economics,Revisiting Cheap Talk with New Evidence from a Field Experiment,2011,59877,False,False,0,0,0,11,0,0,0,0,39,0,0,0,0
Journal of Agricultural and Resource Economics,How Do Homebuyers Value Different Types of Green Space?,2011,56471,False,False,0,0,0,0,0,0,0,0,19,0,0,0,0
Journal of Agricultural and Resource Economics,An Empirical Investigation of the Linkages between Government Payments and Farmland Leasing Arrangements,2011,82910,False,False,1,0,0,0,0,0,0,0,45,0,0,0,0
Journal of Agricultural and Resource Economics,How Much Do Consumers Benefit from New Brand Introductions? The Case of Potato Chips,2011,74482,False,False,0,0,0,0,0,0,0,0,8,0,0,0,0
Journal of Agricultural and Resource Economics,Machinery-Sharing Contractual Issues and Impacts on Cash Flows of Agribusinesses,2011,57694,False,False,0,0,0,0,0,0,1,0,21,0,0,0,0
Journal of Agricultural and Resource Economics,Tax-Deferred Retirement Savings of Farm Households: An Empirical Investigation,2011,53616,False,False,0,0,0,0,0,0,0,1,1,0,0,0,0
Journal of Agricultural and Resource Economics,Modeling Stochastic Crop Yield Expectations with a Limiting Beta Distribution,2011,76512,False,False,0,0,0,0,0,0,0,0,5,0,0,0,0
Journal of Agricultural and Resource Economics,The Effect of Communicating Ambiguous Risk Information on Choice,2011,33937,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Journal of Agricultural and Resource Economics,The Effect of Information Choice and Discussion on Consumers' Willingness-to-Pay for Nanotechnologies in Food,2011,56636,False,False,0,0,0,0,0,1,0,0,18,0,0,0,0
Journal of Agricultural and Resource Economics,Unpleasant Lessons from the Settlement of the West: Implications for the WAEA and Other Professional Associations,2011,57222,False,False,0,0,0,0,0,0,0,0,12,0,0,0,0
Journal of Agricultural and Resource Economics,Economic Impacts of Zilmax¨ Adoption in Cattle Feeding,2011,44508,False,False,0,0,0,0,0,0,0,0,4,0,0,0,0
Journal of Agricultural and Resource Economics,Economic and Environmental Impacts of Washington State Biofuel Policy Alternatives,2011,62237,False,False,0,0,2,0,0,0,0,0,8,0,0,0,0
Journal of Agricultural and Resource Economics,Household Food Stamp Program Participation and Childhood Obesity,2011,62215,False,False,0,0,0,0,43,0,0,0,24,0,0,0,0
Journal of Agricultural and Resource Economics,"Live and Feeder Cattle Options Markets: Returns, Risk, and Volatility Forecasting",2011,71195,False,False,0,0,0,0,0,0,0,0,5,0,0,0,0
Journal of Agricultural and Resource Economics,Improving the Nutrient Content of Food through Genetic Modification: Evidence from Experimental Auctions on Consumer Acceptance,2011,85601,False,False,0,0,0,1,0,0,0,0,34,0,0,0,0
Journal of Agricultural and Resource Economics,Household Production and the Demand for Food and Other Inputs: U.S. Evidence,2011,60629,False,False,0,0,0,0,0,0,0,0,2,0,0,0,0
Essays in Economic and Business History,SHOW STOPPERS: MOVIE CENSORSHIP CONSIDERED AS A BUSINESS PROPOSITION,2012,45710,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,WOMEN POST OFFICE WORKERS IN BRITAIN: THE LONG STRUGGLE FOR GENDER EQUALITY AND THE POSITIVE IMPACT OF WORLD WAR II,2012,46485,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,WOMEN POST OFFICE WORKERS IN BRITAIN: THE LONG STRUGGLE FOR GENDER EQUALITY AND THE POSITIVE IMPACT OF WORLD WAR II,2012,46485,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,Title Page and Table of Contents,2012,2415,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"Covers, Officers, Trustees and Awards",2012,3866,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"CONVERSIONS AND CAPITAL OF MUTUAL THRIFTS: CONNECTIONS, PROBLEMS, AND PROPOSALS FOR CREDIT UNIONS",2012,54891,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,CHANGES IN THE STRUCTURE OF COAL AND STEEL INDUSTRIES UNDER THE ECSC (1952-1967): WAS WEST GERMANY KEPT “SMALL”?,2012,65822,False,False,0,0,0,0,0,0,0,0,31,0,0,0,0
Essays in Economic and Business History,"""THE EXTRAVAGANT HUMOUR OF STOCK-JOBBING” AND THE MEMBERS OF THE ENGLISH BODY POLITIC, 1690-1720",2012,42490,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History, CHANGES IN THE STRUCTURE OF COAL AND STEEL INDUSTRIES UNDER THE ECSC (1952-1967): WAS WEST GERMANY KEPT “SMALL”?,2012,65822,False,False,0,0,0,0,0,0,0,0,31,0,0,0,0
Essays in Economic and Business History,"CONVERSIONS AND CAPITAL OF MUTUAL THRIFTS: CONNECTIONS, PROBLEMS, AND PROPOSALS FOR CREDIT UNIONS",2012,54891,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"ARCHIBALD HUTCHESON’S REPUTATION AS AN ECONOMIC THINKER: HIS PAMPHLETS, THE NATIONAL DEBT AND THE SOUTH SEA BUBBLE",2012,32546,False,False,0,0,0,0,1,0,0,0,3,0,0,0,0
Essays in Economic and Business History,"ARCHIBALD HUTCHESON’S REPUTATION AS AN ECONOMIC THINKER: HIS PAMPHLETS, THE NATIONAL DEBT AND THE SOUTH SEA BUBBLE",2012,32546,False,False,0,0,0,0,1,0,0,0,3,0,0,0,0
Essays in Economic and Business History,"THE BOMBAY IMPROVEMENT TRUST, BOMBAY MILLOWNERS AND THE DEBATE OVER HOUSING BOMBAY’S MILLWORKERS, 1896-1918",2012,58135,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"THE BOMBAY IMPROVEMENT TRUST, BOMBAY MILLOWNERS AND THE DEBATE OVER HOUSING BOMBAY’S MILLWORKERS, 1896-1918",2012,58135,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"""THE EXTRAVAGANT HUMOUR OF STOCK-JOBBING” AND THE MEMBERS OF THE ENGLISH BODY POLITIC, 1690-1720",2012,42490,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,SHOW STOPPERS: MOVIE CENSORSHIP CONSIDERED AS A BUSINESS PROPOSITION,2012,45710,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Composite and Outlook Forecast Accuracy,2012,27854,False,False,0,0,0,0,0,0,0,0,15,0,0,0,0
Journal of Agricultural and Resource Economics,Productive Efficiency of Subsidized Organic Alfalfa Farms,2012,65305,False,False,0,0,0,39,0,0,0,0,71,0,0,0,0
Journal of Agricultural and Resource Economics,Subsidy Incidence and Inertia in Farmland Rental Markets: Estimates from a Dynamic Panel,2012,58510,False,False,0,0,0,1,2,0,0,0,31,0,0,0,0
Journal of Agricultural and Resource Economics,Acreage Response under Varying Risk Preferences,2012,61957,False,False,0,0,0,0,0,0,0,0,16,0,0,0,0
Journal of Agricultural and Resource Economics,Revenue Protection for Organic Producers: Too Much or Too Little?,2012,48614,False,False,0,0,0,0,0,0,0,0,21,0,0,0,0
Journal of Agricultural and Resource Economics,Fixed Effects Estimation of the Intensive and Extensive Margins of Irrigation Water Demand,2012,63770,False,False,0,0,3,1,0,0,0,0,23,0,0,0,0
Journal of Agricultural and Resource Economics,The Effect of Value-Added Management on Calf Prices at Superior Livestock Auction Video Markets,2012,48372,False,False,0,0,0,1,0,0,0,0,15,0,0,0,0
Journal of Agricultural and Resource Economics,The Influence of Market Returns and Government Payments on Canadian Farmland Values,2012,54387,False,False,0,0,0,0,0,0,0,0,7,0,0,0,0
Journal of Agricultural and Resource Economics,Site-Specific Simulation of Nutrient Control Policies: Integrating Economic and Water Quality Effects,2012,76374,False,False,0,0,0,0,23,0,0,0,25,0,0,0,0
Journal of Agricultural and Resource Economics,Do USDA Announcements Affect Comovements across Commodity Futures Returns?,2012,54450,False,False,0,0,0,0,0,0,0,0,14,0,0,0,0
Journal of Agricultural and Resource Economics,A Comprehensive Evaluation of USDA Cotton Forecasts,2012,40898,False,False,0,0,0,0,0,0,0,0,7,0,0,0,0
Journal of Agricultural and Resource Economics,A Method for Improving Welfare Estimates from Multiple-Referendum Surveys,2012,45327,False,False,0,0,0,3,0,0,0,0,33,0,0,0,0
Journal of Agricultural and Resource Economics,The Impact of Agriculture on Waterfowl Abundance: Evidence from Panel Data,2012,37854,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Journal of Agricultural and Resource Economics,WAEA Presidential Address: Deciding Where to Publish: Some Observations on Journal Impact Factor and Article Influence Score,2012,58123,False,False,0,0,0,2,0,0,0,0,13,0,0,0,0
Journal of Agricultural and Resource Economics,"""A Definition at Last, but What Does It All Mean?"" Newspaper Coverage of Organic Food Production and Its Effects on Milk Purchases",2012,65386,False,False,0,0,0,2,0,0,0,0,24,0,0,0,0
Journal of Agricultural and Resource Economics,Obesity and Hyperbolic Discounting: An Experimental Analysis,2012,46751,False,False,0,0,0,0,20,0,0,0,8,0,0,0,0
Journal of Agricultural and Resource Economics,"Volatility Spillovers in U.S. Crude Oil, Ethanol, and Corn Futures Markets",2012,50532,False,False,0,0,0,0,0,1,0,0,2,0,0,0,0
Journal of Agricultural and Resource Economics,WAEA Keynote Address: Behavioral Environmental Economics: Money Pumps & Nudges,2012,60224,False,False,0,0,0,0,0,0,0,0,13,0,0,0,0
Journal of Agricultural and Resource Economics,"Marketing Contracts, Overconfidence, and Timing in the Canadian Wheat Market",2012,57293,False,False,0,0,3,0,0,0,0,0,18,0,0,0,0
Journal of Agricultural and Resource Economics,Public and Private Preferences for Animal Cloning Policies,2012,53837,False,False,0,0,0,0,0,0,0,0,6,0,0,0,0
Journal of Agricultural and Resource Economics,Japanese Consumers' Valuation of U.S. Beef and Pork Products after the Beef Trade Ban,2012,42579,False,False,0,0,0,1,0,0,0,0,23,0,0,0,0
Journal of Agricultural and Resource Economics,Measuring the Benefits to Advertising under Monopolistic Competition,2012,80381,False,False,0,0,0,0,0,0,0,0,15,0,0,0,0
Journal of Agricultural and Resource Economics,Spatial Externalities of Pest Control Decisions in the California Citrus Industry,2012,54817,False,False,0,0,0,6,0,0,0,0,14,0,0,0,0
Journal of Agricultural and Resource Economics,The Informational Content of Distant-Delivery Futures Contracts,2012,72681,False,False,0,0,0,1,0,0,0,0,48,0,0,0,0
Journal of Agricultural and Resource Economics,Is Generational Change Contributing to the Decline in Fluid Milk Consumption?,2012,51996,False,False,0,0,0,0,0,0,0,0,29,0,0,0,0
Journal of Agricultural and Resource Economics,Effective Bid-Ask Spreads in Futures versus Futures Options,2012,48442,False,False,0,0,0,0,0,0,0,0,13,0,0,0,0
Journal of Agricultural and Resource Economics,Determinants of Price Differentials in Oklahoma Value-Added Feeder Cattle Auctions,2012,55724,False,False,0,0,0,0,0,0,0,0,14,0,0,0,0
Journal of Agricultural and Resource Economics,"Firm Size, Technical Change, and Wages in the Pork Sector, 1990-2005",2012,73954,False,False,0,0,0,0,0,0,0,0,45,0,0,0,0
Journal of Agricultural and Resource Economics,"Crop Insurance, Land Allocation, and the Environment",2012,68258,False,False,0,0,0,0,0,0,0,0,21,0,0,0,0
Journal of Agricultural and Resource Economics,"Location, School Characteristics, and the Cost of School Meals",2012,53220,False,False,0,0,0,0,0,0,0,0,4,0,0,0,0
Essays in Economic and Business History,THE REAL BOTTOM LINE: A HISTORY OF BUSINESS EXECUTIVES MOVE FOR VIETNAM PEACE,2013,69506,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,SEARCHING FOR THE BIG DIE-OFF: AN EVENT STUDY OF 19TH CENTURY CATTLE MARKETS,2013,42434,False,False,0,0,0,0,1,0,0,0,11,0,0,0,0
Essays in Economic and Business History,The Eclipse of the ‘Elegant Economy’: The Impact of the Second World War on Attitudes to Personal Finance in Britain. By Martin Cohen. Farnham: Ashgate. 2012. 235 pages.,2013,6314,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"Polygon of Satan: Ethnic Traumas and Conflicts in the Caucasus, 2nd Edition. By Anatoly Isaenko. Dubuque, IA: Kendall Hunt, 2011. 418 Pages.",2013,7089,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"America’s First Great Depression: Economic Crisis and Political Disorder after the Panic of 1837. By Alasdair Roberts. Cornell University Press, 2012. 264 pages.",2013,7726,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,Towers of Gold: How One Jewish Immigrant Named Isaias Hellman Created California. By Frances Dinkelspiel. New York: St. Martin’s Press. 2009. 376 Pages.,2013,6947,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,STEADY CUSTOMS DUTIES IN THE “DAOGUANG DEPRESSION”,2013,627,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"REDUCING, RE-DEFINING AND RETAINING: THE STRUGGLE TO MAINTAIN A STABLE WORKFORCE AND SERVICE IN THE BRITISH POST OFFICE DURING THE SECOND WORLD WAR",2013,68723,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
